ID_LOJA,TIPO_RELACIONAMENTO,ESTADO_LOJA,CATEGORIA_PRODUTO,RENDA_ESPERADA,ESTRATEGIA_VENDAS,AVAL_SATISFACAO,VL_LIMITE_CREDITO_INICIAL_BANCO,REGIAO_LOJA,VL_FINANCEIRO_BCB,VL_OPERACAO_CARTAO_CREDITO,VL_LIMITE_CREDITO_BCB,PONTUACAO_DESEMPENHO,TEMPO_EXISTENCIA_ONLINE,AVALIACAO_RISCO,SCORE_INTERNO,RENDA
947925,1,15,5,296000,0,6.56,60000,2,137100,125900,11200,900.0,32,300.0,810.0,307800
950459,2,25,3,500000,1,6.72,50000,4,121000,121000,0,768.0,20,300.0,444.0,304200
906929,1,10,3,167100,2,4.33,40000,4,826100,435900,172300,300.0,33,300.0,587.0,276300
955164,2,22,3,500000,1,6.72,50000,3,466800,249400,217400,511.0,37,300.0,643.0,380600
945744,1,25,5,356200,1,6.85,200000,4,5165400,3761100,329200,675.0,27,300.0,620.0,190300
975281,2,1,5,121200,1,2.09,40000,2,295300,0,0,400.0,36,150.0,577.0,145400
964569,1,13,5,150000,2,5.33,50000,1,706400,463800,2300,312.0,33,300.0,587.0,307800
955918,1,5,5,156000,0,7.07,80000,2,561600,0,0,528.0,43,300.0,448.0,141800
961391,2,12,3,985000,0,5.34,50000,0,7878900,2879300,491500,511.0,30,300.0,516.0,336900
932914,1,2,4,190000,0,5.55,40000,1,130300,129800,500,803.0,42,300.0,462.0,381800
937696,0,18,3,400000,0,7.45,60000,4,2045500,1375000,670400,828.0,47,300.0,603.0,1225300
927441,1,4,5,200000,1,5.17,60000,2,610100,469300,69300,392.0,23,300.0,559.0,360000
924922,1,18,5,450000,0,6.53,120000,4,291400,285400,3000,675.0,29,300.0,784.0,551500
929540,1,18,5,806500,0,5.94,350000,4,3711400,2258800,1213100,579.0,41,300.0,430.0,300600
960693,2,18,5,550000,0,7.42,300000,4,2072100,1561200,510900,943.0,40,300.0,697.0,1459200
915737,1,15,5,200000,0,7.75,100000,2,524700,107200,324900,687.0,29,300.0,489.0,248500
964342,1,14,5,199200,0,6.11,70000,2,196400,144300,52100,437.0,34,300.0,415.0,163600
946884,2,25,1,1000000,0,6.43,50000,4,2635300,713000,583600,669.0,64,150.0,557.0,407200
918699,1,10,5,200000,0,3.35,50000,4,697100,80000,0,392.0,20,300.0,621.0,235100
943098,1,18,1,300000,1,7.15,60000,4,5568300,3699500,131200,920.0,64,150.0,521.0,796300
923097,2,8,0,350000,0,5.9,50000,0,13044500,466700,159000,669.0,38,0.0,763.0,206000
965612,1,17,3,300000,0,6.53,50000,3,221400,129500,800,776.0,26,150.0,415.0,238800
963212,1,15,5,500000,0,6.15,300000,2,3592700,880900,185700,579.0,44,300.0,636.0,350300
932288,2,18,5,320000,0,4.96,190000,4,3306400,1329900,815300,555.0,41,300.0,607.0,256900
943531,1,10,5,150000,0,1.21,40000,4,111600,0,0,200.0,19,300.0,596.0,316300
890309,1,25,5,185500,2,6.45,140000,4,654500,599500,55000,437.0,45,300.0,625.0,227900
954494,0,17,5,700000,0,5.06,230000,3,14537500,1967600,3731500,555.0,29,150.0,594.0,261800
957238,1,24,1,121200,0,5.7,50000,2,208500,208100,400,500.0,25,150.0,562.0,137000
926640,1,25,5,150000,2,6.74,80000,4,20000,19800,200,500.0,26,150.0,406.0,266600
966847,1,8,5,140000,0,5.21,30000,0,177500,1500,70300,497.0,44,300.0,510.0,713900
957848,1,10,5,206700,0,9.43,170000,4,16310600,2162300,833500,687.0,38,300.0,456.0,360000
922888,2,4,5,200000,0,5.56,50000,2,150100,138600,11500,607.0,42,300.0,498.0,803600
914031,2,24,1,400000,1,9.6,60000,2,11480000,2637900,1286400,919.0,69,150.0,616.0,1302900
964630,1,12,5,600000,0,8.57,240000,0,4624400,168600,57000,687.0,56,150.0,453.0,336900
957805,1,25,3,350000,0,5.5,40000,4,52900,0,0,248.0,24,300.0,534.0,1147800
939176,2,8,3,500000,0,5.84,50000,0,26500,26500,0,511.0,35,300.0,498.0,198800
915602,2,25,3,250000,0,5.33,40000,4,2227800,3700,46300,212.0,28,300.0,655.0,415700
942246,1,25,5,190100,0,5.0,60000,4,2726700,484000,541000,392.0,21,300.0,664.0,379400
954731,2,10,5,180000,0,6.07,100000,4,772300,59400,600,669.0,31,300.0,482.0,465400
935342,0,4,5,250000,0,5.29,50000,2,328000,93800,5000,669.0,42,300.0,508.0,236300
960056,1,18,3,890000,0,7.96,60000,4,3310700,144200,665300,531.0,52,150.0,514.0,233900
925486,1,22,5,250000,0,5.17,60000,3,44200,44200,0,467.0,28,150.0,440.0,373300
890552,2,17,5,154200,0,7.8,90000,3,119600,107300,9300,792.0,36,300.0,535.0,249700
969553,0,25,3,200000,0,6.6,50000,4,255000,154000,101000,613.0,54,300.0,505.0,294500
923438,2,4,3,200000,0,8.43,60000,2,1442800,774600,668200,622.0,34,300.0,707.0,255700
921617,1,18,5,300000,0,5.76,100000,4,466400,0,0,422.0,39,375.0,451.0,184200
979311,1,25,5,185000,0,1.5,40000,4,433900,24100,187900,392.0,21,300.0,629.0,329700
952152,1,25,4,400000,0,4.39,40000,4,391300,156700,33500,467.0,27,300.0,448.0,221800
913317,1,5,5,200000,0,6.73,50000,2,701400,40500,60400,579.0,31,300.0,428.0,144200
931843,1,17,5,161000,0,4.12,40000,3,148900,11500,59400,392.0,21,300.0,551.0,238800
924193,1,22,0,2000000,0,7.65,60000,3,2686300,1700700,53600,886.0,35,300.0,462.0,827800
958833,4,25,5,420000,0,6.31,250000,4,8099400,680400,1920900,669.0,41,150.0,591.0,290900
953150,1,7,5,170000,1,4.85,90000,4,352100,109700,182700,419.0,32,150.0,505.0,161200
943607,1,15,5,200000,0,5.86,70000,2,121800,121800,0,678.0,21,300.0,496.0,116400
956102,2,5,0,400000,1,5.02,40000,2,121000,84100,36900,555.0,28,150.0,544.0,162400
971102,0,14,5,210000,0,4.41,80000,2,427700,140500,82000,653.0,42,150.0,532.0,138200
963797,1,4,5,300000,0,6.15,120000,2,478600,188900,17300,579.0,27,300.0,560.0,168500
934506,4,13,3,700000,0,5.21,50000,1,6506400,685900,720600,511.0,40,300.0,605.0,335700
923666,1,6,5,400000,0,3.77,40000,0,369900,0,88000,497.0,30,300.0,462.0,1710100
935270,1,15,5,150000,0,4.2,50000,2,456700,270400,1100,482.0,26,300.0,571.0,150300
937727,1,8,3,300000,0,5.64,50000,0,882900,342800,332000,425.0,33,300.0,464.0,287200
926074,1,4,5,280000,2,5.8,180000,2,668200,623100,45100,579.0,47,300.0,426.0,177000
929286,2,22,5,400000,0,6.8,100000,3,1841200,1170700,670500,669.0,54,150.0,620.0,373300
961406,1,6,5,210000,0,5.7,70000,0,926200,147400,9000,579.0,32,300.0,630.0,630200
946404,2,25,3,295000,0,6.51,50000,4,547100,509700,37400,511.0,39,300.0,772.0,332100
941360,2,14,3,255000,0,6.28,50000,2,180000,52100,127900,511.0,53,300.0,530.0,161200
940891,2,18,5,200000,0,5.66,50000,4,59900,29900,30000,669.0,48,300.0,627.0,241200
950667,0,13,3,300000,2,5.9,50000,1,853400,251500,25000,511.0,43,300.0,564.0,224200
951386,1,13,5,300000,1,4.61,40000,1,25000,19400,5600,467.0,43,300.0,761.0,164800
908287,1,25,3,500000,2,5.52,40000,4,296000,178900,95600,204.0,25,300.0,345.0,336900
927898,2,1,3,420000,0,9.02,60000,2,1482900,335600,395900,622.0,32,150.0,582.0,259400
974946,0,4,0,800000,0,5.47,50000,2,353500,332800,20700,669.0,56,150.0,573.0,355100
964615,2,25,3,280000,0,9.11,60000,4,2107700,681700,1320400,622.0,52,150.0,537.0,253300
928245,1,10,5,140000,1,4.12,40000,4,47000,47000,0,586.0,25,300.0,444.0,1047200
918541,2,25,0,1500000,0,5.12,40000,4,3553600,1749500,958400,555.0,44,0.0,670.0,538100
926285,1,8,4,600000,2,7.4,60000,0,1903800,935300,198400,687.0,28,300.0,650.0,625400
928447,2,25,0,480000,0,6.59,50000,4,5126600,658700,421400,669.0,50,300.0,589.0,529600
943873,1,10,0,785000,0,5.25,40000,4,1424700,907100,49300,467.0,48,150.0,544.0,180600
922845,1,13,5,197000,0,5.19,60000,1,465800,336200,11700,312.0,29,300.0,575.0,310300
920282,2,23,5,250000,0,5.9,140000,3,10055000,165300,70900,669.0,32,150.0,421.0,346600
926001,3,18,1,450000,0,5.0,40000,4,9373800,478100,306000,555.0,49,300.0,673.0,557500
945159,2,4,0,700000,0,7.96,60000,2,11843100,4517500,4254800,555.0,25,300.0,621.0,123600
933588,1,25,5,800000,0,7.77,450000,4,1982500,188800,38200,820.0,26,150.0,532.0,792600
952246,1,4,3,200000,0,4.41,30000,2,157700,152500,5200,300.0,27,300.0,689.0,169700
957886,2,17,5,900000,0,6.07,300000,3,3760300,2296900,1266800,669.0,31,150.0,562.0,587800
931480,1,10,5,225000,2,4.52,40000,4,222000,151800,70100,392.0,25,300.0,449.0,178200
974586,2,25,3,600000,2,7.24,60000,4,180000,48200,131800,545.0,26,150.0,467.0,260600
919278,1,10,5,500000,0,5.75,200000,4,871600,546000,152000,579.0,43,150.0,602.0,158800
914464,2,25,5,150000,0,5.96,90000,4,285600,169700,50300,669.0,30,300.0,512.0,276300
952294,1,8,5,140000,0,6.53,70000,0,67300,67000,300,600.0,18,150.0,449.0,304200
959067,1,25,5,230000,2,6.09,50000,4,120000,9200,110800,339.0,20,300.0,569.0,179400
902486,2,18,3,700000,0,6.76,50000,4,5438300,1035900,1357600,511.0,52,300.0,740.0,344200
888014,1,10,5,300000,2,7.5,190000,4,1972400,1383800,588500,708.0,22,150.0,711.0,261800
926737,1,16,5,350000,1,9.34,100000,2,1477500,812200,538100,708.0,26,300.0,763.0,316300
937257,1,2,5,250000,1,4.17,50000,1,576600,127300,600,712.0,20,300.0,580.0,200000
936728,2,25,3,2500000,0,7.09,60000,4,2362000,390900,1971100,828.0,45,150.0,637.0,867800
920344,1,7,0,1000000,0,9.31,60000,4,5266300,625800,2858300,886.0,36,300.0,405.0,829000
953027,1,19,5,213000,1,6.78,100000,2,980700,623300,286900,500.0,23,150.0,600.0,121200
924497,1,25,5,300000,0,4.71,90000,4,867500,723600,143900,392.0,21,300.0,471.0,306600
941695,1,25,5,295000,0,5.86,120000,4,205000,114800,200,678.0,23,300.0,609.0,196300
878814,0,24,5,220000,0,9.33,160000,2,1752000,802600,843700,792.0,39,150.0,620.0,196300
942015,4,15,3,200000,0,7.04,60000,2,669400,384900,264800,622.0,52,300.0,616.0,476300
915247,2,26,5,154500,1,5.4,90000,0,212200,159300,52800,776.0,29,150.0,496.0,253300
931198,1,25,5,170000,2,7.08,90000,4,158900,46300,30700,820.0,23,300.0,492.0,922300
916458,1,18,5,600000,0,4.44,50000,4,411700,65400,219200,467.0,27,0.0,560.0,243600
917135,2,15,0,400000,0,6.08,50000,2,3160500,1165800,1192200,869.0,45,300.0,526.0,1565900
938572,2,15,5,400000,0,7.54,210000,2,6395900,5137000,313200,878.0,34,150.0,394.0,192700
930861,1,1,3,400000,0,5.76,50000,2,12225100,1551400,10673500,425.0,28,150.0,711.0,186600
957673,4,25,3,130000,0,6.09,50000,4,111000,41600,69400,613.0,36,150.0,519.0,344200
951887,3,25,1,200000,0,4.69,40000,4,1938700,88500,15000,555.0,58,300.0,582.0,587800
949011,2,10,5,250000,0,9.26,200000,4,3489500,1168000,1308200,792.0,37,300.0,609.0,241200
919419,1,25,5,180000,0,5.52,30000,4,112700,106700,6000,392.0,21,150.0,485.0,293300
947714,1,8,5,303000,2,5.98,210000,0,2954900,1884800,436500,500.0,22,300.0,571.0,244800
913346,3,2,0,1000000,0,6.57,50000,1,18143300,5822300,1312300,521.0,62,150.0,741.0,190300
935699,1,25,5,500000,0,7.12,100000,4,3517800,592500,224900,687.0,34,300.0,500.0,224200
941387,1,25,5,450000,1,8.45,100000,4,798100,504600,293500,687.0,52,150.0,790.0,344200
931655,0,7,3,350000,2,6.82,50000,4,1663100,903300,231200,511.0,53,150.0,537.0,220600
908514,2,15,5,350000,0,7.6,150000,2,1475600,133900,1341700,812.0,24,300.0,767.0,149100
964326,2,14,4,235000,0,5.21,50000,2,2041500,271200,23200,776.0,36,300.0,453.0,178200
916362,2,8,5,2000000,0,5.32,500000,0,11110700,2687000,1463000,669.0,29,300.0,569.0,352700
947124,1,10,3,326000,0,4.92,40000,4,260300,163300,61600,204.0,20,300.0,508.0,283600
929042,1,0,3,200000,0,0.89,40000,1,100400,0,0,146.0,28,300.0,500.0,290900
940339,2,10,5,800000,1,7.14,200000,4,491000,295600,195400,792.0,42,300.0,731.0,300600
947322,1,4,5,300000,1,4.85,80000,2,236600,236500,100,467.0,35,300.0,693.0,313900
949550,4,18,3,350000,0,7.66,60000,4,351900,206300,145600,476.0,43,225.0,715.0,381800
943588,1,14,3,150000,0,7.72,60000,2,220000,21600,198400,531.0,37,150.0,672.0,109100
961342,1,6,0,380000,2,7.0,60000,0,1811700,961500,850100,800.0,28,300.0,646.0,606000
941169,1,8,5,400000,0,6.97,150000,0,8032900,248400,6300,579.0,28,300.0,544.0,212100
973202,2,10,0,380000,0,6.05,50000,4,638000,298300,52900,669.0,32,300.0,630.0,190300
924612,1,25,0,900000,2,4.5,40000,4,420000,202300,33800,312.0,30,300.0,544.0,329700
935807,2,22,5,850000,1,4.64,50000,3,8709000,3220400,268600,760.0,41,300.0,419.0,824200
930652,1,15,5,420000,2,7.29,210000,2,10845100,313300,1305700,687.0,34,300.0,670.0,189100
934976,2,7,5,350000,0,7.53,180000,4,1887400,248900,122400,792.0,33,300.0,602.0,311500
955764,0,6,3,1429800,0,5.1,40000,0,21488400,2635300,30000,690.0,44,150.0,666.0,1199900
968120,0,17,5,350000,0,5.94,130000,3,1776500,0,65000,507.0,57,150.0,550.0,195100
947874,4,18,3,450000,0,7.22,60000,4,867900,488800,379100,828.0,43,300.0,336.0,1013200
948274,1,18,5,130000,1,4.77,60000,4,161400,55300,106100,467.0,27,150.0,564.0,307800
981075,2,4,5,850000,0,7.4,300000,2,16229200,1353200,801300,792.0,36,300.0,670.0,242400
913337,2,10,5,280000,0,3.65,40000,4,698200,261500,421000,555.0,42,300.0,707.0,315100
959986,1,25,5,185000,1,6.39,110000,4,496300,0,0,514.0,28,300.0,551.0,406000
948479,1,4,5,200000,2,4.92,50000,2,10536800,336600,388300,482.0,26,300.0,562.0,138200
933734,1,14,5,300000,1,5.34,130000,2,404500,201900,149900,600.0,19,150.0,412.0,139400
980159,2,8,4,550000,1,5.58,40000,0,3667500,3111200,556300,555.0,32,300.0,666.0,212100
959204,2,5,3,950000,0,7.4,60000,2,11117700,962300,183400,622.0,41,300.0,609.0,299400
941572,0,18,0,600000,0,7.32,50000,4,39400,200,39100,619.0,71,75.0,489.0,658100
926574,2,5,1,150000,1,4.69,40000,2,1554200,106200,237000,555.0,58,300.0,593.0,118800
924852,1,9,3,500000,0,2.27,40000,2,134900,0,0,146.0,45,300.0,612.0,264200
933187,4,25,3,300000,0,6.62,50000,4,427500,241000,186600,613.0,27,375.0,394.0,197600
931119,2,5,3,400000,0,5.58,30000,2,1013000,17200,7800,511.0,35,150.0,449.0,128500
918148,1,25,5,300000,2,3.86,40000,4,353500,62700,28300,392.0,26,150.0,396.0,335700
928617,1,10,5,122400,0,4.64,50000,4,84400,0,76700,316.0,24,300.0,462.0,206000
910787,2,10,3,750000,0,6.4,50000,4,9284700,983600,2856200,613.0,36,150.0,489.0,208500
919899,1,4,5,290000,0,5.72,180000,2,2352700,1946900,405900,467.0,43,150.0,666.0,431500
937756,4,23,5,220000,2,5.52,50000,3,142500,39400,600,555.0,34,150.0,413.0,195100
963217,2,25,3,1000000,0,6.55,50000,4,386000,177500,3100,511.0,40,300.0,645.0,443600
919629,1,10,5,350000,2,4.62,70000,4,976900,9600,195400,562.0,34,300.0,426.0,315100
929111,1,13,0,500000,0,5.62,40000,1,1288300,772400,222500,312.0,30,300.0,652.0,392700
942565,0,10,3,390000,0,8.64,60000,4,3744900,1685400,366000,622.0,47,300.0,480.0,366000
963778,1,5,5,250000,0,5.9,110000,2,120000,119700,300,834.0,19,150.0,514.0,185400
962535,1,19,5,350000,0,6.11,100000,2,438100,0,45000,422.0,39,300.0,510.0,166000
937500,1,15,5,123000,0,5.8,50000,2,207200,129800,77400,834.0,26,300.0,564.0,161200
909905,1,10,0,250000,0,4.17,40000,4,2000600,1062900,635000,562.0,32,300.0,602.0,240000
929294,0,25,0,675000,0,5.43,50000,4,376000,266800,1500,669.0,27,300.0,525.0,236300
942236,1,23,5,419400,2,8.5,100000,3,29984000,478800,7709000,687.0,45,150.0,813.0,309100
945767,1,15,3,150000,0,7.43,60000,2,562900,281500,281400,531.0,40,300.0,759.0,231500
964303,2,25,5,1000000,0,7.54,290000,4,8172500,526000,184800,700.0,26,300.0,645.0,311500
907641,1,11,5,300000,1,6.65,50000,0,1763700,0,0,422.0,31,300.0,476.0,243600
971784,2,5,3,500000,0,6.38,50000,2,545600,210200,38700,511.0,37,300.0,460.0,140600
928460,2,18,5,250000,0,3.41,50000,4,252800,39800,200,555.0,30,300.0,471.0,174500
966394,2,25,4,650000,2,7.67,60000,4,60000,59900,100,792.0,41,150.0,446.0,309100
919139,1,4,0,600000,0,6.5,50000,2,415000,152200,262800,579.0,27,300.0,677.0,189100
936101,2,25,5,400000,0,4.91,40000,4,424100,42700,900,555.0,40,300.0,596.0,259400
938939,2,5,3,150000,0,5.64,50000,2,265000,151900,113100,613.0,35,300.0,697.0,151500
918065,1,23,3,400000,0,7.8,60000,3,240000,46300,193700,531.0,43,150.0,630.0,471500
926098,2,18,5,180000,1,6.07,150000,4,1029000,754600,76100,669.0,30,300.0,526.0,280000
967790,1,15,2,250000,1,7.26,60000,2,75000,74900,100,455.0,21,300.0,401.0,160000
944399,2,25,0,1000000,0,6.65,50000,4,1388100,346700,678200,669.0,44,150.0,566.0,197600
972851,4,25,3,500000,0,5.86,50000,4,1182200,1080400,29600,708.0,50,150.0,410.0,882300
947436,1,13,5,380000,0,7.31,100000,1,907200,34300,139600,687.0,34,300.0,530.0,253300
971882,2,9,5,160000,0,6.82,90000,2,275100,0,0,507.0,28,300.0,403.0,289700
947022,1,24,3,200000,2,4.42,40000,2,55700,55700,0,323.0,24,150.0,440.0,166000
937646,0,25,3,560000,0,7.14,30000,4,3072400,1081500,406000,828.0,43,300.0,716.0,887200
968364,1,16,5,450000,0,5.56,220000,2,7320400,4315200,496400,467.0,47,300.0,729.0,298200
933066,1,22,3,600000,0,5.88,50000,3,22627000,437300,539400,425.0,38,300.0,672.0,226600
932902,1,4,0,520000,0,7.12,60000,2,3946100,1942200,598400,541.0,37,300.0,772.0,273900
958722,1,18,5,580000,2,5.02,90000,4,50000,0,50000,296.0,47,150.0,507.0,467800
946064,1,8,3,130000,0,7.08,60000,0,462000,309200,150700,531.0,27,300.0,577.0,266600
935594,1,15,5,150000,0,1.29,40000,2,159100,151900,7200,312.0,28,300.0,487.0,335700
974081,1,4,5,137500,2,5.44,40000,2,217500,156200,61300,392.0,21,150.0,657.0,121200
930444,1,17,5,220000,0,5.46,140000,3,4095200,606400,32600,467.0,34,150.0,419.0,238800
933167,1,6,3,700000,0,5.94,50000,0,98600,59900,100,518.0,29,300.0,460.0,347800
929147,1,25,5,300000,0,4.8,40000,4,275500,225000,50500,467.0,27,300.0,759.0,375700
966755,2,11,3,1000000,0,4.69,40000,0,242000,235700,6400,596.0,35,300.0,544.0,1102900
929618,2,1,3,600000,2,7.92,60000,2,40000,17200,22800,622.0,45,150.0,500.0,133300
943502,1,10,3,200000,0,6.94,60000,4,1729000,102200,185500,531.0,64,150.0,611.0,198800
954989,1,18,0,260000,1,5.57,30000,4,219100,0,140000,256.0,37,300.0,827.0,381800
966999,1,10,3,242400,0,7.34,60000,4,1248300,1061500,500,552.0,24,300.0,573.0,164800
948084,2,10,5,140000,2,5.7,70000,4,1634200,103100,103800,476.0,25,300.0,593.0,248500
953125,0,16,3,300000,0,5.23,30000,2,265400,40000,0,511.0,35,300.0,720.0,209700
947144,2,18,4,200000,0,6.63,50000,4,103500,74600,28900,593.0,23,300.0,586.0,415700
981663,1,18,5,400000,0,7.24,280000,4,931000,457900,408500,687.0,56,300.0,605.0,343000
939454,1,25,5,500000,1,5.25,170000,4,855400,392400,14500,675.0,36,300.0,598.0,608400
930262,2,15,5,350000,0,5.51,210000,2,3192000,1450000,552900,622.0,41,300.0,535.0,212100
956887,1,5,5,150000,0,5.34,110000,2,344700,298900,45800,500.0,22,300.0,681.0,191500
915236,2,15,5,452000,1,8.3,100000,2,201700,136000,65700,792.0,31,300.0,557.0,307800
969179,2,8,3,300000,0,7.08,60000,0,199100,169400,29800,622.0,37,150.0,544.0,292100
968126,1,25,5,165900,0,5.45,50000,4,65800,52700,3100,579.0,27,150.0,657.0,233900
941910,0,4,3,1200000,0,8.86,60000,2,18126500,1729700,506100,622.0,44,300.0,503.0,246000
946899,1,1,5,300000,0,5.96,50000,2,688600,0,17700,422.0,35,300.0,594.0,208500
959703,1,25,5,178700,0,4.5,40000,4,35000,34900,100,467.0,39,300.0,548.0,572100
913088,2,2,5,600000,0,5.12,80000,1,40000,0,40000,400.0,43,300.0,505.0,263000
916325,1,17,5,280000,0,4.96,70000,3,5378500,2046700,950500,392.0,26,150.0,501.0,191500
954496,1,18,5,500000,0,5.38,300000,4,3577400,1248100,395100,579.0,37,150.0,437.0,346600
919825,1,25,5,200000,1,6.5,140000,4,2225100,969600,483800,500.0,22,300.0,763.0,376900
948815,1,4,1,311700,0,6.24,50000,2,7211800,812700,449700,437.0,71,150.0,541.0,215700
938120,1,25,5,380000,0,7.0,240000,4,2718300,779000,543500,687.0,35,150.0,629.0,248500
916132,1,5,4,156000,2,6.82,50000,2,792700,473600,319000,693.0,26,300.0,732.0,1084700
926185,1,8,5,250000,0,6.53,130000,0,394700,73400,147600,579.0,27,300.0,636.0,201200
911346,1,15,3,160000,0,8.7,60000,2,414400,374900,39400,531.0,41,300.0,639.0,112700
911293,1,7,2,240000,2,5.92,50000,4,1366700,394500,734600,342.0,24,300.0,702.0,177000
924439,2,9,5,450000,2,4.84,50000,2,7210200,142000,700,555.0,37,300.0,666.0,105400
916140,0,10,5,390000,0,5.92,180000,4,723000,304800,67100,776.0,48,300.0,578.0,280000
932585,2,25,5,450000,0,6.55,290000,4,1749300,971600,281400,669.0,53,300.0,623.0,293300
952159,2,25,3,350000,0,5.27,40000,4,29600,8500,21100,212.0,28,300.0,489.0,385400
961640,4,11,5,500000,0,5.86,240000,0,1446800,674400,772400,669.0,32,150.0,614.0,215700
924229,1,25,0,240000,2,5.6,50000,4,2497000,113600,218000,834.0,24,300.0,476.0,189100
917798,2,18,5,130000,0,3.3,40000,4,119600,0,0,400.0,57,150.0,387.0,197600
926425,1,23,5,250000,1,7.68,150000,3,1382300,15100,29900,613.0,24,150.0,403.0,295700
957589,1,12,3,2300000,0,5.21,50000,0,1284900,350600,934300,425.0,33,150.0,526.0,420600
938504,2,19,5,300000,0,5.84,240000,2,729800,321300,306700,669.0,31,300.0,546.0,281200
889976,0,14,3,210000,2,5.8,50000,2,1980800,136500,56400,511.0,30,300.0,580.0,223000
877005,1,19,5,250000,0,8.73,160000,2,803000,137800,227800,613.0,26,150.0,532.0,157600
926639,1,25,5,320000,0,4.52,50000,4,2932100,203600,529900,392.0,24,300.0,476.0,420600
903528,2,19,5,200000,0,6.2,160000,2,1887000,419700,114100,622.0,43,300.0,428.0,151500
955951,1,18,5,300000,0,4.57,40000,4,270200,7900,233400,296.0,54,300.0,494.0,221800
953918,1,10,5,220000,0,5.38,90000,4,12066600,70900,139100,579.0,34,300.0,550.0,303000
944607,1,25,5,160000,1,6.09,80000,4,197500,126300,71100,834.0,19,300.0,702.0,351500
936845,2,25,1,495000,0,9.21,60000,4,6831800,597300,1012700,792.0,46,150.0,727.0,441200
953970,1,25,3,300000,0,6.29,50000,4,2161400,1134400,509500,619.0,30,300.0,500.0,704200
908451,2,17,3,500000,0,7.56,60000,3,5866400,900900,4965500,622.0,40,150.0,682.0,281200
921202,1,17,5,250000,0,5.82,100000,3,1233700,967200,240200,500.0,21,150.0,763.0,284800
927327,2,18,0,600000,0,5.6,50000,4,606700,389800,157600,669.0,41,300.0,580.0,523600
973063,3,10,1,350000,0,7.1,60000,4,3188400,1404200,916800,919.0,70,150.0,566.0,1289600
973531,2,25,5,430000,0,4.69,200000,4,1191200,879500,306700,555.0,43,150.0,580.0,271500
937693,1,7,5,200000,0,5.14,120000,4,491800,477100,14700,562.0,39,150.0,557.0,248500
928525,2,2,5,251000,0,7.2,180000,1,1800800,249300,271800,878.0,50,150.0,675.0,183000
951469,1,25,5,550000,0,5.51,300000,4,9798600,1096500,2427100,579.0,29,300.0,503.0,490900
961260,2,4,5,182200,0,7.43,100000,2,535800,411400,1000,792.0,41,300.0,593.0,110300
900051,2,8,2,450000,0,8.66,60000,0,2132500,963900,399800,720.0,36,300.0,618.0,141800
951387,2,4,3,500000,0,6.33,50000,2,491500,195200,139600,511.0,51,150.0,464.0,292100
930533,2,17,3,350000,0,6.11,50000,3,742400,236800,3800,511.0,32,300.0,634.0,301800
938268,1,22,0,850000,0,4.96,40000,3,211500,118900,21100,803.0,40,150.0,546.0,295700
961632,1,15,0,300000,1,2.86,40000,2,30000,8500,21500,200.0,21,150.0,575.0,187900
957176,2,25,4,300000,0,6.35,50000,4,412100,380300,31800,869.0,51,300.0,605.0,1107800
951600,2,1,5,1652200,0,7.14,300000,2,8288800,510400,330400,792.0,56,300.0,516.0,492100
929215,2,24,3,400000,2,4.38,30000,2,46800,44700,2100,404.0,36,300.0,444.0,584200
917462,2,15,3,280000,0,9.53,60000,2,1463000,996200,466700,622.0,53,300.0,639.0,141800
926360,2,25,5,298000,0,6.37,160000,4,1466300,265900,0,669.0,39,150.0,458.0,304200
939993,1,19,5,280000,2,4.77,50000,2,150000,149800,200,467.0,43,300.0,589.0,202400
961111,2,7,3,300000,0,5.92,50000,4,617400,440300,71500,437.0,23,300.0,577.0,255700
919241,2,25,5,250000,0,5.6,150000,4,3368200,965300,1430500,555.0,47,300.0,620.0,276300
956141,1,4,5,180000,1,6.85,100000,2,577900,278300,24800,687.0,39,300.0,603.0,256900
942912,2,15,1,250000,0,7.22,60000,2,58000,58000,0,792.0,65,300.0,467.0,214500
963622,1,10,5,300000,0,4.62,40000,4,266700,109800,55400,482.0,19,300.0,589.0,414500
918558,1,15,5,122200,1,5.8,50000,2,134300,134300,0,579.0,36,300.0,442.0,166000
925931,1,25,5,280000,0,8.43,160000,4,314100,247800,66300,886.0,39,300.0,568.0,1024100
963956,1,16,5,300000,0,7.85,110000,2,6868800,40900,0,708.0,26,150.0,444.0,138200
948126,1,25,5,250000,0,8.51,100000,4,5127900,1068300,1845000,687.0,40,300.0,440.0,516300
914402,2,13,5,385300,1,7.45,220000,1,665000,299300,228900,792.0,36,150.0,716.0,270300
965317,1,12,3,1000000,0,6.91,50000,0,3415000,1801700,1249200,518.0,38,300.0,681.0,288500
931538,1,7,5,250000,0,6.4,50000,4,22800,22800,0,437.0,30,150.0,890.0,184200
926632,1,18,3,500000,0,6.95,50000,4,194800,189300,5500,342.0,25,300.0,607.0,438700
943606,1,22,1,400000,0,7.04,60000,3,233100,220300,12800,687.0,74,0.0,462.0,238800
947464,0,10,5,250000,0,3.49,50000,4,215800,0,0,491.0,39,300.0,677.0,475100
916944,1,7,2,500000,0,7.68,60000,4,730700,468300,262400,455.0,21,150.0,437.0,387800
923976,2,8,5,500000,0,7.14,200000,0,1081300,402300,675100,878.0,28,300.0,491.0,167300
950868,4,5,5,160000,0,5.72,60000,2,175500,108600,66900,555.0,44,300.0,523.0,321200
